1736273723089, 96, 1744196620, 18276, 3008997096, false, 1208, 0, 18276
1736273723089, 96, 1744196620, 18277, 3008997096, false, 1208, 1, 18277
1736273723089, 96, 1744196620, 18278, 3008997096, false, 1208, 2, 18278
1736273723089, 96, 1744196620, 18279, 3008997096, false, 1208, 3, 18279
1736273723089, 96, 1744196620, 18280, 3008997096, false, 1208, 4, 18280
1736273723089, 96, 1744196620, 18281, 3008997096, false, 1208, 5, 18281
1736273723089, 96, 1744196620, 18282, 3008997096, false, 1208, 6, 18282
1736273723089, 96, 1744196620, 18283, 3008997096, false, 1208, 7, 18283
1736273723089, 96, 1744196620, 18284, 3008997096, false, 1208, 8, 18284
1736273723089, 96, 1744196620, 18285, 3008997096, false, 1208, 9, 18285
1736273723089, 96, 1744196620, 18286, 3008997096, false, 1208, 10, 18286
1736273723089, 96, 1744196620, 18287, 3008997096, false, 1208, 11, 18287
1736273723089, 96, 1744196620, 18288, 3008997096, false, 1208, 12, 18288
1736273723089, 96, 1744196620, 18289, 3008997096, false, 1208, 13, 18289
1736273723089, 96, 1744196620, 18290, 3008997096, false, 1208, 14, 18290
1736273723089, 96, 1744196620, 18291, 3008997096, false, 1208, 15, 18291
1736273723089, 96, 1744196620, 18292, 3008997096, false, 1208, 16, 18292
1736273723089, 96, 1744196620, 18293, 3008997096, false, 1208, 17, 18293
1736273723089, 96, 1744196620, 18294, 3008997096, false, 1208, 18, 18294
1736273723089, 96, 1744196620, 18295, 3008997096, false, 1208, 19, 18295
1736273723089, 96, 1744196620, 18296, 3008997096, false, 1208, 20, 18296
1736273723089, 96, 1744196620, 18297, 3008997096, false, 1208, 21, 18297
1736273723089, 96, 1744196620, 18298, 3008997096, false, 1208, 22, 18298
1736273723089, 96, 1744196620, 18299, 3008997096, false, 1208, 23, 18299
1736273723089, 96, 1744196620, 18300, 3008997096, false, 1208, 24, 18300
1736273723089, 96, 1744196620, 18301, 3008997096, false, 1208, 25, 18301
1736273723089, 96, 1744196620, 18302, 3008997096, false, 1208, 26, 18302
1736273723089, 96, 1744196620, 18303, 3008997096, false, 1208, 27, 18303
1736273723089, 96, 1744196620, 18304, 3008997096, false, 1208, 28, 18304
1736273723089, 96, 1744196620, 18305, 3008997096, false, 1208, 29, 18305
1736273723089, 96, 1744196620, 18306, 3008997096, false, 1208, 30, 18306
1736273723090, 96, 1744196620, 18307, 3008997096, false, 1208, 31, 18307
1736273723090, 96, 1744196620, 18308, 3008997096, false, 1208, 32, 18308
1736273723090, 96, 1744196620, 18309, 3008997096, false, 1208, 33, 18309
1736273723090, 96, 1744196620, 18310, 3008997096, true, 94, 34, 18310
1736273723104, 96, 1744196620, 18311, 3009087096, true, 49, 35, 18311
1736273723119, 96, 1744196620, 18312, 3009177096, true, 123, 36, 18312
1736273723138, 96, 1744196620, 18313, 3009267096, true, 197, 37, 18313
1736273723154, 96, 1744196620, 18314, 3009357096, true, 138, 38, 18314
1736273723169, 96, 1744196620, 18315, 3009447096, true, 180, 39, 18315
1736273723183, 96, 1744196620, 18316, 3009537096, true, 199, 40, 18316
1736273723199, 96, 1744196620, 18317, 3009627096, true, 565, 41, 18317
1736273723219, 96, 1744196620, 18318, 3009717096, true, 115, 42, 18318
1736273723229, 96, 1744196620, 18319, 3009807096, true, 182, 43, 18319
1736273723249, 96, 1744196620, 18320, 3009897096, true, 169, 44, 18320
